Reporting Start,Reporting End,Campaign Name,Campaign Type,Ad Set Name,Ad Name,Delivery,Attribution Setting,Result Type,Spend (BRL),Impressions,Link Clicks,Conversions,Reach,Frequency
2026-01-15,2026-01-15,Nubank | Brand Awareness | Reach | Q1,Branding,BR_18-34_Interests_Finance,Nu_Brand_Awareness_Hero_Video_15s,Learning (CBO),1-day click,Account Opening,517.80,151220,149,1,110391,1.37
2026-01-22,2026-01-22,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_LeadGen_Carousel_StudentAccount,Active,"7-day click, 1-day view",Account Opening,1439.64,109810,218,12,92240,1.19
2026-01-25,2026-01-25,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_LeadGen_Carousel_StudentAccount,Active,"7-day click, 1-day view",Account Opening,2491.86,501765,177,17,436536,1.15
2026-01-28,2026-01-28,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_LeadGen_Carousel_StudentAccount,Active,"7-day click, 1-day view",Account Opening,3438.83,273852,239,31,202650,1.35
2026-01-31,2026-01-31,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_LeadGen_Carousel_StudentAccount,Active,"7-day click, 1-day view",Account Opening,4929.66,236288,418,34,193756,1.22
2026-02-03,2026-02-03,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_LeadGen_Carousel_StudentAccount,Active,"7-day click, 1-day view",Account Opening,3262.00,108131,172,28,75692,1.43
2026-02-06,2026-02-06,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_LeadGen_Carousel_StudentAccount,Active,"7-day click, 1-day view",Account Opening,1403.01,493765,307,9,409825,1.20
2026-01-13,2026-01-13,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_Story_LoanApproval,Active,"7-day click, 1-day view",Account Opening,2758.36,301114,288,22,234869,1.28
2026-01-16,2026-01-16,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_Story_LoanApproval,Active,"7-day click, 1-day view",Account Opening,4409.80,412540,464,34,284653,1.45
2026-01-19,2026-01-19,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_Story_LoanApproval,Active,"7-day click, 1-day view",Account Opening,3938.22,253756,90,34,195392,1.30
2026-01-22,2026-01-22,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_Story_LoanApproval,Active,"7-day click, 1-day view",Account Opening,1480.05,297202,453,9,234790,1.27
2026-01-25,2026-01-25,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_Story_LoanApproval,Active,"7-day click, 1-day view",Account Opening,3390.42,534311,131,33,368675,1.45
2026-01-28,2026-01-28,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_Story_LoanApproval,Not Delivering,"7-day click, 1-day view",Account Opening,4028.66,175418,83,34,136826,1.28
2026-01-31,2026-01-31,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_Story_LoanApproval,Active,"7-day click, 1-day view",Account Opening,5364.48,208658,412,33,175273,1.19
2026-02-03,2026-02-03,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_Story_LoanApproval,Active,"7-day click, 1-day view",Account Opening,2441.31,487120,123,19,389696,1.25
2026-02-06,2026-02-06,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_Story_LoanApproval,Active,"7-day click, 1-day view",Account Opening,2431.95,584933,447,15,485494,1.20
2026-01-13,2026-01-13,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_StaticBanner_NuConta_v2,Active,"7-day click, 1-day view",Account Opening,936.27,554048,149,9,470941,1.18
2026-01-16,2026-01-16,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_StaticBanner_NuConta_v2,Active,"7-day click, 1-day view",Account Opening,4151.07,534048,155,33,363153,1.47
2026-01-19,2026-01-19,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_StaticBanner_NuConta_v2,Active,"7-day click, 1-day view",Account Opening,3327.50,596520,215,22,387738,1.54
2026-01-22,2026-01-22,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_StaticBanner_NuConta_v2,Active,"7-day click, 1-day view",Account Opening,2579.68,361106,371,23,296107,1.22
2026-01-25,2026-01-25,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_StaticBanner_NuConta_v2,Active,"7-day click, 1-day view",Account Opening,3966.57,250463,461,27,205380,1.22
2026-01-28,2026-01-28,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_StaticBanner_NuConta_v2,Active,"7-day click, 1-day view",Account Opening,3201.99,255117,81,31,178582,1.43
2026-01-31,2026-01-31,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_StaticBanner_NuConta_v2,Active,"7-day click, 1-day view",Account Opening,3368.31,322997,377,33,268088,1.20
2026-02-03,2026-02-03,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_StaticBanner_NuConta_v2,Active,"7-day click, 1-day view",Account Opening,1315.10,553245,324,10,387272,1.43
2026-02-06,2026-02-06,Nubank | Conversions | Account Opening | Q1,E-commerce,BR_35-54_HighIntent,Nu_Ecom_Conversion_StaticBanner_NuConta_v2,Active,"7-day click, 1-day view",Account Opening,2425.80,150053,422,15,114040,1.32
2026-01-13,2026-01-13,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_25-44_CreditSeek,Nu_Ecom_LeadGen_Video_6s_QuickSignUp,Active,"7-day click, 1-day view",Account Opening,3549.12,447713,223,24,358170,1.25
2026-01-16,2026-01-16,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_25-44_CreditSeek,Nu_Ecom_LeadGen_Video_6s_QuickSignUp,Active,"7-day click, 1-day view",Account Opening,4790.74,192814,143,31,160036,1.20
2026-01-19,2026-01-19,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_25-44_CreditSeek,Nu_Ecom_LeadGen_Video_6s_QuickSignUp,Active,"7-day click, 1-day view",Account Opening,1908.36,520658,320,18,343634,1.52
2026-01-22,2026-01-22,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_25-44_CreditSeek,Nu_Ecom_LeadGen_Video_6s_QuickSignUp,Active,"7-day click, 1-day view",Account Opening,3130.80,151118,135,30,113339,1.33
2026-01-25,2026-01-25,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_25-44_CreditSeek,Nu_Ecom_LeadGen_Video_6s_QuickSignUp,Active,"7-day click, 1-day view",Account Opening,3388.94,207153,275,29,157436,1.32
2026-01-28,2026-01-28,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_25-44_CreditSeek,Nu_Ecom_LeadGen_Video_6s_QuickSignUp,Active,"7-day click, 1-day view",Account Opening,2412.00,442103,307,24,313893,1.41
2026-01-31,2026-01-31,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_25-44_CreditSeek,Nu_Ecom_LeadGen_Video_6s_QuickSignUp,Active,"7-day click, 1-day view",Account Opening,2709.60,237351,427,24,204122,1.16
2026-01-13,2026-01-13,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_25-44_CreditSeek,Nu_Ecom_Conversion_Carousel_TravelBenefits,Active,"7-day click, 1-day view",Account Opening,2370.90,538267,417,15,452144,1.19
2026-01-16,2026-01-16,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_25-44_CreditSeek,Nu_Ecom_Conversion_Carousel_TravelBenefits,Active,"7-day click, 1-day view",Account Opening,2943.82,503324,396,22,327161,1.54
2026-01-19,2026-01-19,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_25-44_CreditSeek,Nu_Ecom_Conversion_Carousel_TravelBenefits,Not Delivering,"7-day click, 1-day view",Account Opening,3351.38,486918,156,34,374927,1.30
2026-01-22,2026-01-22,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_25-44_CreditSeek,Nu_Ecom_Conversion_Carousel_TravelBenefits,Active,"7-day click, 1-day view",Account Opening,2450.36,192485,436,22,148213,1.30
2026-01-25,2026-01-25,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_25-44_CreditSeek,Nu_Ecom_Conversion_Carousel_TravelBenefits,Active,"7-day click, 1-day view",Account Opening,2867.48,531933,218,19,388311,1.37
2026-01-28,2026-01-28,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_25-44_CreditSeek,Nu_Ecom_Conversion_Carousel_TravelBenefits,Active,"7-day click, 1-day view",Account Opening,1822.95,329514,179,15,214184,1.54
2026-01-31,2026-01-31,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_25-44_CreditSeek,Nu_Ecom_Conversion_Carousel_TravelBenefits,Active,"7-day click, 1-day view",Account Opening,2946.75,420330,175,25,327857,1.28
2026-01-13,2026-01-13,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_25-44_CreditSeek,Nu_Ecom_Conversion_Reel_Ultravioleta_Card,Active,"7-day click, 1-day view",Account Opening,4439.49,161778,462,33,113245,1.43
2026-01-16,2026-01-16,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_25-44_CreditSeek,Nu_Ecom_Conversion_Reel_Ultravioleta_Card,Active,"7-day click, 1-day view",Account Opening,2329.21,482425,83,23,405237,1.19
2026-01-19,2026-01-19,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_25-44_CreditSeek,Nu_Ecom_Conversion_Reel_Ultravioleta_Card,Active,"7-day click, 1-day view",Account Opening,2553.12,296302,246,16,251857,1.18
2026-01-22,2026-01-22,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_25-44_CreditSeek,Nu_Ecom_Conversion_Reel_Ultravioleta_Card,Active,"7-day click, 1-day view",Account Opening,3011.34,583043,316,31,408130,1.43
2026-01-25,2026-01-25,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_25-44_CreditSeek,Nu_Ecom_Conversion_Reel_Ultravioleta_Card,Active,"7-day click, 1-day view",Account Opening,3212.60,359704,258,20,316540,1.14
2026-01-28,2026-01-28,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_25-44_CreditSeek,Nu_Ecom_Conversion_Reel_Ultravioleta_Card,Active,"7-day click, 1-day view",Account Opening,2489.76,520656,98,21,343633,1.52
2026-01-31,2026-01-31,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_25-44_CreditSeek,Nu_Ecom_Conversion_Reel_Ultravioleta_Card,Active,"7-day click, 1-day view",Account Opening,3347.76,192590,408,26,132887,1.45
2026-01-13,2026-01-13,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_LeadGen_StaticBanner_ZeroAnnuity,Not Delivering,"7-day click, 1-day view",Account Opening,3330.56,288576,207,32,225089,1.28
2026-01-16,2026-01-16,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_LeadGen_StaticBanner_ZeroAnnuity,Active,"7-day click, 1-day view",Account Opening,4683.90,345634,332,30,279964,1.23
2026-01-19,2026-01-19,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_LeadGen_StaticBanner_ZeroAnnuity,Active,"7-day click, 1-day view",Account Opening,4872.32,312781,271,32,218947,1.43
2026-01-22,2026-01-22,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_LeadGen_StaticBanner_ZeroAnnuity,Active,"7-day click, 1-day view",Account Opening,4204.72,448204,197,26,340635,1.32
2026-01-25,2026-01-25,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_LeadGen_StaticBanner_ZeroAnnuity,Active,"7-day click, 1-day view",Account Opening,2091.33,594047,371,19,392071,1.52
2026-01-28,2026-01-28,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_LeadGen_StaticBanner_ZeroAnnuity,Active,"7-day click, 1-day view",Account Opening,2496.40,492101,167,20,428128,1.15
2026-01-31,2026-01-31,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_LeadGen_StaticBanner_ZeroAnnuity,Active,"7-day click, 1-day view",Account Opening,2999.92,435788,226,28,374778,1.16
2026-02-03,2026-02-03,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_LeadGen_StaticBanner_ZeroAnnuity,Active,"7-day click, 1-day view",Account Opening,1471.50,384356,215,9,276736,1.39
2026-02-06,2026-02-06,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_LeadGen_StaticBanner_ZeroAnnuity,Active,"7-day click, 1-day view",Account Opening,2570.19,305731,464,21,210954,1.45
2026-02-09,2026-02-09,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_LeadGen_StaticBanner_ZeroAnnuity,Active,"7-day click, 1-day view",Account Opening,2910.60,535987,438,18,396630,1.35
2026-01-13,2026-01-13,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_Conversion_Story_InsuranceProduct,Active,"7-day click, 1-day view",Account Opening,2572.55,216935,433,23,184395,1.18
2026-01-16,2026-01-16,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_Conversion_Story_InsuranceProduct,Active,"7-day click, 1-day view",Account Opening,5239.04,399195,301,32,275445,1.45
2026-01-19,2026-01-19,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_Conversion_Story_InsuranceProduct,Active,"7-day click, 1-day view",Account Opening,3392.88,321267,274,24,228100,1.41
2026-01-22,2026-01-22,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_Conversion_Story_InsuranceProduct,Active,"7-day click, 1-day view",Account Opening,1595.00,256477,331,11,182099,1.41
2026-01-25,2026-01-25,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_Conversion_Story_InsuranceProduct,Active,"7-day click, 1-day view",Account Opening,3080.85,184410,338,19,147528,1.25
2026-01-28,2026-01-28,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_Conversion_Story_InsuranceProduct,Active,"7-day click, 1-day view",Account Opening,4382.26,253007,363,34,209996,1.20
2026-01-31,2026-01-31,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_Conversion_Story_InsuranceProduct,Active,"7-day click, 1-day view",Account Opening,5194.00,158459,282,35,129936,1.22
2026-02-03,2026-02-03,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_Conversion_Story_InsuranceProduct,Active,"7-day click, 1-day view",Account Opening,3243.20,548778,123,32,444510,1.23
2026-02-06,2026-02-06,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_Conversion_Story_InsuranceProduct,Active,"7-day click, 1-day view",Account Opening,1463.64,463756,144,12,310717,1.49
2026-02-09,2026-02-09,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_Conversion_Story_InsuranceProduct,Active,"7-day click, 1-day view",Account Opening,3017.39,466579,144,19,340603,1.37
2026-01-13,2026-01-13,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_Conversion_Video_15s_PersonalLoan,Active,"7-day click, 1-day view",Account Opening,2281.84,115452,158,22,80816,1.43
2026-01-16,2026-01-16,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_Conversion_Video_15s_PersonalLoan,Active,"7-day click, 1-day view",Account Opening,2483.87,100034,362,19,80027,1.25
2026-01-19,2026-01-19,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_Conversion_Video_15s_PersonalLoan,Active,"7-day click, 1-day view",Account Opening,3021.40,468060,119,20,374448,1.25
2026-01-22,2026-01-22,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_Conversion_Video_15s_PersonalLoan,Active,"7-day click, 1-day view",Account Opening,3918.24,399507,285,24,279655,1.43
2026-01-25,2026-01-25,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_Conversion_Video_15s_PersonalLoan,Active,"7-day click, 1-day view",Account Opening,3433.02,546929,360,29,464890,1.18
2026-01-28,2026-01-28,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_Conversion_Video_15s_PersonalLoan,Active,"7-day click, 1-day view",Account Opening,2299.20,595176,278,20,511851,1.16
2026-01-31,2026-01-31,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_Conversion_Video_15s_PersonalLoan,Active,"7-day click, 1-day view",Account Opening,2190.20,235200,101,20,176400,1.33
2026-02-03,2026-02-03,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_Conversion_Video_15s_PersonalLoan,Active,"7-day click, 1-day view",Account Opening,2427.65,381027,493,23,297201,1.28
2026-02-06,2026-02-06,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_Conversion_Video_15s_PersonalLoan,Active,"7-day click, 1-day view",Account Opening,1168.80,499912,203,10,344939,1.45
2026-02-09,2026-02-09,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_Conversion_Video_15s_PersonalLoan,Active,"7-day click, 1-day view",Account Opening,2876.80,123598,385,29,102586,1.20
2026-01-13,2026-01-13,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_LeadGen_Carousel_BusinessAccount,Active,"7-day click, 1-day view",Account Opening,1307.04,429665,249,12,352325,1.22
2026-01-16,2026-01-16,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_LeadGen_Carousel_BusinessAccount,Active,"7-day click, 1-day view",Account Opening,2345.10,506953,480,15,435980,1.16
2026-01-19,2026-01-19,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_LeadGen_Carousel_BusinessAccount,Active,"7-day click, 1-day view",Account Opening,1180.72,392681,468,8,294511,1.33
2026-01-22,2026-01-22,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_LeadGen_Carousel_BusinessAccount,Not Delivering,"7-day click, 1-day view",Account Opening,2186.08,243679,169,16,165702,1.47
2026-01-25,2026-01-25,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_LeadGen_Carousel_BusinessAccount,Completed,"7-day click, 1-day view",Account Opening,2593.71,215418,365,23,174489,1.23
2026-01-28,2026-01-28,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_LeadGen_Carousel_BusinessAccount,Active,"7-day click, 1-day view",Account Opening,1566.04,243972,469,14,202497,1.20
2026-01-31,2026-01-31,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_LeadGen_Carousel_BusinessAccount,Completed,"7-day click, 1-day view",Account Opening,1388.94,217688,213,14,169797,1.28
2026-02-03,2026-02-03,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_LeadGen_Carousel_BusinessAccount,Active,"7-day click, 1-day view",Account Opening,3890.10,585038,200,30,503133,1.16
2026-02-06,2026-02-06,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_LeadGen_Carousel_BusinessAccount,Active,"7-day click, 1-day view",Account Opening,2808.00,524094,408,27,398311,1.32
2026-02-09,2026-02-09,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_18-34_LAL_CardHolders,Nu_Ecom_LeadGen_Carousel_BusinessAccount,Active,"7-day click, 1-day view",Account Opening,1331.07,563612,281,13,479070,1.18
2026-01-12,2026-01-12,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_Conversion_Reel_ShoppingCashback,Active,"7-day click, 1-day view",Account Opening,2198.70,224553,457,21,190870,1.18
2026-01-15,2026-01-15,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_Conversion_Reel_ShoppingCashback,Active,"7-day click, 1-day view",Account Opening,4218.48,471601,263,31,315973,1.49
2026-01-18,2026-01-18,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_Conversion_Reel_ShoppingCashback,Active,"7-day click, 1-day view",Account Opening,2119.60,109073,202,14,73079,1.49
2026-01-21,2026-01-21,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_Conversion_Reel_ShoppingCashback,Active,"7-day click, 1-day view",Account Opening,1952.34,151826,400,13,110833,1.37
2026-01-24,2026-01-24,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_Conversion_Reel_ShoppingCashback,Active,"7-day click, 1-day view",Account Opening,4298.88,164476,199,32,131581,1.25
2026-01-27,2026-01-27,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_Conversion_Reel_ShoppingCashback,Active,"7-day click, 1-day view",Account Opening,3931.11,471774,254,31,325524,1.45
2026-01-30,2026-01-30,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_Conversion_Reel_ShoppingCashback,Active,"7-day click, 1-day view",Account Opening,4188.03,135180,269,33,89219,1.52
2026-02-02,2026-02-02,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_Conversion_Reel_ShoppingCashback,Active,"7-day click, 1-day view",Account Opening,1830.65,416288,170,19,316379,1.32
2026-01-12,2026-01-12,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_Conversion_StaticBanner_CryptoFeature,Completed,"7-day click, 1-day view",Account Opening,2087.85,306581,298,15,266725,1.15
2026-01-15,2026-01-15,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_Conversion_StaticBanner_CryptoFeature,Active,"7-day click, 1-day view",Account Opening,1727.28,177209,457,18,134679,1.32
2026-01-18,2026-01-18,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_Conversion_StaticBanner_CryptoFeature,Active,"7-day click, 1-day view",Account Opening,3344.90,249062,485,26,199250,1.25
2026-01-21,2026-01-21,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_Conversion_StaticBanner_CryptoFeature,Active,"7-day click, 1-day view",Account Opening,2699.28,345275,436,23,241692,1.43
2026-01-24,2026-01-24,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_Conversion_StaticBanner_CryptoFeature,Active,"7-day click, 1-day view",Account Opening,3757.25,588065,377,35,488094,1.20
2026-01-27,2026-01-27,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_Conversion_StaticBanner_CryptoFeature,Active,"7-day click, 1-day view",Account Opening,4957.44,556191,167,32,467200,1.19
2026-01-30,2026-01-30,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_Conversion_StaticBanner_CryptoFeature,Active,"7-day click, 1-day view",Account Opening,3280.64,195216,295,32,167886,1.16
2026-02-02,2026-02-02,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_Conversion_StaticBanner_CryptoFeature,Active,"7-day click, 1-day view",Account Opening,3863.50,374036,288,25,299229,1.25
2026-01-12,2026-01-12,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_LeadGen_Story_DigitalAccount_v3,Active,"7-day click, 1-day view",Account Opening,4092.62,343279,174,31,229997,1.49
2026-01-15,2026-01-15,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_LeadGen_Story_DigitalAccount_v3,Active,"7-day click, 1-day view",Account Opening,2637.96,493853,243,26,360513,1.37
2026-01-18,2026-01-18,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_LeadGen_Story_DigitalAccount_v3,Active,"7-day click, 1-day view",Account Opening,3623.04,436156,442,34,287863,1.52
2026-01-21,2026-01-21,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_LeadGen_Story_DigitalAccount_v3,Active,"7-day click, 1-day view",Account Opening,4914.00,587956,361,30,482124,1.22
2026-01-24,2026-01-24,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_LeadGen_Story_DigitalAccount_v3,Active,"7-day click, 1-day view",Account Opening,2019.51,239333,336,19,174713,1.37
2026-01-27,2026-01-27,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_LeadGen_Story_DigitalAccount_v3,Active,"7-day click, 1-day view",Account Opening,2809.60,489101,260,20,386390,1.27
2026-01-30,2026-01-30,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_LeadGen_Story_DigitalAccount_v3,Active,"7-day click, 1-day view",Account Opening,1774.63,265603,271,17,223107,1.19
2026-02-02,2026-02-02,Nubank | Conversions | Credit Card | Q1,E-commerce,BR_35-54_PremiumSegment,Nu_Ecom_LeadGen_Story_DigitalAccount_v3,Completed,"7-day click, 1-day view",Account Opening,3147.54,126666,241,33,92466,1.37
2026-01-14,2026-01-14,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Video_30s_LifeInsurance,Active,"7-day click, 1-day view",Account Opening,4464.90,374609,191,33,269718,1.39
2026-01-17,2026-01-17,Nubank | Lead Gen | App Install | Q1,E-commerce,BR_18-24_MobileFirst,Nu_Ecom_Conversion_Video_30s_LifeInsurance,Active,"7-day click, 1-day view",Account Opening,3083.75,513680,217,25,441765,1.16
